topic_id,category_id,type,title,instructions,questions,difficulty,points,is_test,id,created_date,updated_date,created_by_id,created_by,is_sample
"696be95cc75e09382bc70770","","image","Těžká slova podle obrázku","Podívej se a napiš přesně","[{""question"":""Co je na obrázku?"",""answer"":""ZAHRADA"",""options"":[],""pairs"":[],""categories"":[],""text"":null,""words"":[],""type"":null,""audio_url"":null,""image_url"":""https://images.unsplash.com/photo-1558904541-efa843a96f01?w=400""},{""question"":""Co je na obrázku?"",""answer"":""MOTÝL"",""options"":[],""pairs"":[],""categories"":[],""text"":null,""words"":[],""type"":null,""audio_url"":null,""image_url"":""https://images.unsplash.com/photo-1526336024174-e58f5cdd8e13?w=400""},{""question"":""Co je na obrázku?"",""answer"":""ŠKOLA"",""options"":[],""pairs"":[],""categories"":[],""text"":null,""words"":[],""type"":null,""audio_url"":null,""image_url"":""https://images.unsplash.com/photo-1509062522246-3755977927d7?w=400""}]","3","20","","696cba2cc1d6c00b1e453db9","2026-01-18T10:47:08.602000","2026-01-18T10:47:08.602000","696aa9031255ba6e2495e926","f.masek68@gmail.com","false"
"696be95cc75e09382bc70770","","cloze","Doplň písmeno do slova","Vyber správné písmeno do mezery","[{""question"":""M___MA"",""answer"":""A"",""options"":[""A"",""O"",""U"",""E""],""pairs"":[],""categories"":[],""text"":null,""words"":[],""type"":null},{""question"":""T___TA"",""answer"":""Á"",""options"":[""Á"",""A"",""O"",""E""],""pairs"":[],""categories"":[],""text"":null,""words"":[],""type"":null},{""question"":""A___TO"",""answer"":""U"",""options"":[""U"",""O"",""A"",""I""],""pairs"":[],""categories"":[],""text"":null,""words"":[],""type"":null}]","1","10","","696bec2f6b9497f6eff010eb","2026-01-17T20:08:15.421000","2026-01-17T20:08:15.421000","696aa9031255ba6e2495e926","f.masek68@gmail.com","false"
"696be95cc75e09382bc70770","","cloze","Doplň slabiku do slova","Vyber správnou slabiku","[{""question"":""___  ___  (KOLO)"",""answer"":""KO"",""options"":[""KO"",""LO"",""KA"",""LA""],""pairs"":[],""categories"":[],""text"":null,""words"":[],""type"":null},{""question"":""___  ___  (MAMA)"",""answer"":""MA"",""options"":[""MA"",""PA"",""NA"",""TA""],""pairs"":[],""categories"":[],""text"":null,""words"":[],""type"":null},{""question"":""___  ___  (AUTO)"",""answer"":""AU"",""options"":[""AU"",""TO"",""OU"",""AT""],""pairs"":[],""categories"":[],""text"":null,""words"":[],""type"":null}]","2","15","","696bec2f6b9497f6eff010ec","2026-01-17T20:08:15.421000","2026-01-17T20:08:15.421000","696aa9031255ba6e2495e926","f.masek68@gmail.com","false"
"696be95cc75e09382bc70770","","cloze","Doplň slovo do věty","Vyber správné slovo","[{""question"":""Můj ___ je velký."",""answer"":""pes"",""options"":[""pes"",""auto"",""dům"",""strom""],""pairs"":[],""categories"":[],""text"":null,""words"":[],""type"":null},{""question"":""Moje ___ je krásná."",""answer"":""zahrada"",""options"":[""zahrada"",""škola"",""kniha"",""kočka""],""pairs"":[],""categories"":[],""text"":null,""words"":[],""type"":null},{""question"":""___ je můj kamarád."",""answer"":""Petr"",""options"":[""Petr"",""auto"",""pes"",""dům""],""pairs"":[],""categories"":[],""text"":null,""words"":[],""type"":null}]","3","20","","696bec2f6b9497f6eff010ed","2026-01-17T20:08:15.421000","2026-01-17T20:08:15.421000","696aa9031255ba6e2495e926","f.masek68@gmail.com","false"
"696be95cc75e09382bc70770","","test","Finální test - Lehká úroveň","Zvládl jsi všechna lehká cvičení! Teď ukáž, co umíš!","[{""question"":""Které písmeno je na začátku slova MAMA?"",""answer"":""M"",""options"":[""M"",""N""],""pairs"":[],""categories"":[],""text"":null,""words"":[],""type"":""decision""},{""question"":""Které písmeno je na začátku slova KOLO?"",""answer"":""K"",""options"":[""K"",""L""],""pairs"":[],""categories"":[],""text"":null,""words"":[],""type"":""decision""},{""question"":""Jaké písmeno je první v abecedě?"",""answer"":""A"",""options"":[""A"",""B"",""C"",""D""],""pairs"":[],""categories"":[],""text"":null,""words"":[],""type"":""quiz""},{""question"":""Které písmeno přijde po C?"",""answer"":""D"",""options"":[""B"",""C"",""D"",""E""],""pairs"":[],""categories"":[],""text"":null,""words"":[],""type"":""quiz""},{""question"":""Kolik samohlásek má slovo AUTO?"",""answer"":""3"",""options"":[""1"",""2"",""3"",""4""],""pairs"":[],""categories"":[],""text"":null,""words"":[],""type"":""quiz""},{""question"":""_UTO"",""answer"":""A"",""options"":[],""pairs"":[],""categories"":[],""text"":null,""words"":[],""type"":""fill""},{""question"":""M_MA"",""answer"":""A"",""options"":[],""pairs"":[],""categories"":[],""text"":null,""words"":[],""type"":""fill""},{""question"":""_ES"",""answer"":""P"",""options"":[],""pairs"":[],""categories"":[],""text"":null,""words"":[],""type"":""fill""},{""question"":""KO_O"",""answer"":""L"",""options"":[],""pairs"":[],""categories"":[],""text"":null,""words"":[],""type"":""fill""},{""question"":""_ŮM"",""answer"":""D"",""options"":[],""pairs"":[],""categories"":[],""text"":null,""words"":[],""type"":""fill""}]","1","50","true","696bea6501ace1c827f04d6e","2026-01-17T20:00:37.229000","2026-01-17T20:00:37.229000","696aa9031255ba6e2495e926","f.masek68@gmail.com","false"
"696be95cc75e09382bc70770","","test","Finální test - Střední úroveň","Skvěle! Teď ukáž, že zvládneš i středně těžké úkoly!","[{""question"":""Které písmeno je velké?"",""answer"":""A"",""options"":[""A"",""a""],""pairs"":[],""categories"":[],""text"":null,""words"":[],""type"":""decision""},{""question"":""Jak napíšeme jméno Anna?"",""answer"":""Anna"",""options"":[""anna"",""Anna""],""pairs"":[],""categories"":[],""text"":null,""words"":[],""type"":""decision""},{""question"":""Kolik slabik má slovo KOLO?"",""answer"":""2"",""options"":[""1"",""2"",""3"",""4""],""pairs"":[],""categories"":[],""text"":null,""words"":[],""type"":""quiz""},{""question"":""Kolik slabik má slovo PES?"",""answer"":""1"",""options"":[""1"",""2"",""3"",""4""],""pairs"":[],""categories"":[],""text"":null,""words"":[],""type"":""quiz""},{""question"":""Z jakých slabik se skládá AUTO?"",""answer"":""AU-TO"",""options"":[""AU-TO"",""A-UTO"",""AUT-O"",""A-U-T-O""],""pairs"":[],""categories"":[],""text"":null,""words"":[],""type"":""quiz""},{""question"":""MA___ (MAMA)"",""answer"":""MA"",""options"":[],""pairs"":[],""categories"":[],""text"":null,""words"":[],""type"":""fill""},{""question"":""___TO (AUTO)"",""answer"":""AU"",""options"":[],""pairs"":[],""categories"":[],""text"":null,""words"":[],""type"":""fill""},{""question"":""KO___ (KOLO)"",""answer"":""LO"",""options"":[],""pairs"":[],""categories"":[],""text"":null,""words"":[],""type"":""fill""},{""question"":""___PA (TATA)"",""answer"":""TA"",""options"":[],""pairs"":[],""categories"":[],""text"":null,""words"":[],""type"":""fill""},{""question"":""___LA (ŠKOLA)"",""answer"":""KO"",""options"":[],""pairs"":[],""categories"":[],""text"":null,""words"":[],""type"":""fill""}]","2","75","true","696bea6501ace1c827f04d6f","2026-01-17T20:00:37.229000","2026-01-17T20:00:37.229000","696aa9031255ba6e2495e926","f.masek68@gmail.com","false"
"696be95cc75e09382bc70770","","test","Finální test - Těžká úroveň","Gratuluju! Jsi skoro mistr! Dokáž, že zvládneš i nejobtížnější úkoly!","[{""question"":""Které slovo je správně napsané?"",""answer"":""KOČKA"",""options"":[""KOČKA"",""KOCKA""],""pairs"":[],""categories"":[],""text"":null,""words"":[],""type"":""decision""},{""question"":""Které slovo je správně?"",""answer"":""ZAHRADA"",""options"":[""ZAHRADA"",""ZAHARADA""],""pairs"":[],""categories"":[],""text"":null,""words"":[],""type"":""decision""},{""question"":""Kolik je v české abecedě písmen?"",""answer"":""42"",""options"":[""26"",""33"",""42"",""50""],""pairs"":[],""categories"":[],""text"":null,""words"":[],""type"":""quiz""},{""question"":""Které slovo má 3 slabiky?"",""answer"":""ABABÍNA"",""options"":[""PES"",""MAMA"",""ABABÍNA"",""AUTO""],""pairs"":[],""categories"":[],""text"":null,""words"":[],""type"":""quiz""},{""question"":""Které písmeno chybí: AB_DEFG?"",""answer"":""C"",""options"":[""A"",""B"",""C"",""D""],""pairs"":[],""categories"":[],""text"":null,""words"":[],""type"":""quiz""},{""question"":""Č___Á REPUBLIKA"",""answer"":""ČESKÁ"",""options"":[],""pairs"":[],""categories"":[],""text"":null,""words"":[],""type"":""fill""},{""question"":""KNI___ (KNIHA)"",""answer"":""HA"",""options"":[],""pairs"":[],""categories"":[],""text"":null,""words"":[],""type"":""fill""},{""question"":""ŠKO___ (ŠKOLA)"",""answer"":""LA"",""options"":[],""pairs"":[],""categories"":[],""text"":null,""words"":[],""type"":""fill""},{""question"":""ZA___ (ZAHRADA)"",""answer"":""HRADA"",""options"":[],""pairs"":[],""categories"":[],""text"":null,""words"":[],""type"":""fill""},{""question"":""MO___ (MOTÝL)"",""answer"":""TÝL"",""options"":[],""pairs"":[],""categories"":[],""text"":null,""words"":[],""type"":""fill""}]","3","100","true","696bea6501ace1c827f04d70","2026-01-17T20:00:37.229000","2026-01-17T20:00:37.229000","696aa9031255ba6e2495e926","f.masek68@gmail.com","false"
"696be95cc75e09382bc70770","","fill","Doplň celé slovo","Napiš celé slovo","[{""question"":""Kde žijeme? (Č___Á REPUBLIKA)"",""answer"":""ČESKÁ"",""options"":[],""pairs"":[],""categories"":[],""text"":null,""words"":[]},{""question"":""Co čteme? (KNI___)"",""answer"":""KNIHA"",""options"":[],""pairs"":[],""categories"":[],""text"":null,""words"":[]},{""question"":""Kde se učíme? (ŠKO___)"",""answer"":""ŠKOLA"",""options"":[],""pairs"":[],""categories"":[],""text"":null,""words"":[]}]","3","20","","696be9dd01ace1c827f04cdd","2026-01-17T19:58:21.131000","2026-01-17T19:58:21.131000","696aa9031255ba6e2495e926","f.masek68@gmail.com","false"
"696be95cc75e09382bc70770","","sort","Roztřiď obtížná slova","Zařaď slova do správných kategorií","[{""question"":""Roztřiď slova podle významu"",""answer"":null,""options"":[],""pairs"":[],""categories"":[{""name"":""Zvířata"",""items"":[""PES"",""KOČKA"",""KŮŇ""]},{""name"":""Věci"",""items"":[""DŮM"",""AUTO"",""KNIHA""]}],""text"":null,""words"":[]}]","3","20","","696be9dd01ace1c827f04cde","2026-01-17T19:58:21.131000","2026-01-17T19:58:21.131000","696aa9031255ba6e2495e926","f.masek68@gmail.com","false"
"696be95cc75e09382bc70770","","analysis","Rozbor věty","Označ podstatná jména modře","[{""question"":""Označ podstatná jména"",""answer"":null,""options"":[],""pairs"":[],""categories"":[],""text"":""PES BĚŽÍ DOMŮ"",""words"":[{""word"":""PES"",""color"":""blue""},{""word"":""BĚŽÍ"",""color"":""red""},{""word"":""DOMŮ"",""color"":""blue""}]}]","3","20","","696be9dd01ace1c827f04cdf","2026-01-17T19:58:21.131000","2026-01-17T19:58:21.131000","696aa9031255ba6e2495e926","f.masek68@gmail.com","false"
"696be95cc75e09382bc70770","","decision","Obtížná slova","Vyber správně napsané slovo","[{""question"":""Které slovo je správně?"",""answer"":""MOTÝL"",""options"":[""MOTÝL"",""MOTYL""],""pairs"":[],""categories"":[],""text"":null,""words"":[]},{""question"":""Které slovo je správně?"",""answer"":""ZAHRADA"",""options"":[""ZAHRADA"",""ZAHARADA""],""pairs"":[],""categories"":[],""text"":null,""words"":[]},{""question"":""Které slovo je správně?"",""answer"":""KOČKA"",""options"":[""KOČKA"",""KOCKA""],""pairs"":[],""categories"":[],""text"":null,""words"":[]}]","3","20","","696be9dd01ace1c827f04cda","2026-01-17T19:58:21.130000","2026-01-17T19:58:21.130000","696aa9031255ba6e2495e926","f.masek68@gmail.com","false"
"696be95cc75e09382bc70770","","quiz","Těžký kvíz","Vyber správnou odpověď","[{""question"":""Které písmeno chybí: AB_DEFG?"",""answer"":""C"",""options"":[""B"",""C"",""D"",""E""],""pairs"":[],""categories"":[],""text"":null,""words"":[]},{""question"":""Kolik je v české abecedě písmen?"",""answer"":""42"",""options"":[""26"",""33"",""42"",""50""],""pairs"":[],""categories"":[],""text"":null,""words"":[]},{""question"":""Které slovo má 3 slabiky?"",""answer"":""ABABÍNA"",""options"":[""PES"",""MAMA"",""ABABÍNA"",""AUTO""],""pairs"":[],""categories"":[],""text"":null,""words"":[]}]","3","20","","696be9dd01ace1c827f04cdb","2026-01-17T19:58:21.130000","2026-01-17T19:58:21.130000","696aa9031255ba6e2495e926","f.masek68@gmail.com","false"
"696be95cc75e09382bc70770","","memory","Pexeso - slova","Najdi stejná slova","[{""question"":null,""answer"":null,""options"":[],""pairs"":[{""left"":""KOČKA"",""right"":""KOČKA""},{""left"":""ZAHRADA"",""right"":""ZAHRADA""},{""left"":""ŠKOLA"",""right"":""ŠKOLA""},{""left"":""TÁTA"",""right"":""TÁTA""}],""categories"":[],""text"":null,""words"":[]}]","3","20","","696be9dd01ace1c827f04cdc","2026-01-17T19:58:21.130000","2026-01-17T19:58:21.130000","696aa9031255ba6e2495e926","f.masek68@gmail.com","false"
"696be95cc75e09382bc70770","","decision","Velká a malá písmena","Vyber správnou variantu","[{""question"":""Které písmeno je velké A?"",""answer"":""A"",""options"":[""A"",""a""],""pairs"":[],""categories"":[],""text"":null,""words"":[]},{""question"":""Které písmeno je malé b?"",""answer"":""b"",""options"":[""B"",""b""],""pairs"":[],""categories"":[],""text"":null,""words"":[]},{""question"":""Jak napíšeme jméno Petr?"",""answer"":""Petr"",""options"":[""petr"",""Petr""],""pairs"":[],""categories"":[],""text"":null,""words"":[]}]","2","15","","696be9dd01ace1c827f04cd4","2026-01-17T19:58:21.090000","2026-01-17T19:58:21.090000","696aa9031255ba6e2495e926","f.masek68@gmail.com","false"
"696be95cc75e09382bc70770","","quiz","Slabiky - kvíz","Vyber správnou odpověď","[{""question"":""Kolik slabik má slovo MAMA?"",""answer"":""2"",""options"":[""1"",""2"",""3"",""4""],""pairs"":[],""categories"":[],""text"":null,""words"":[]},{""question"":""Kolik slabik má slovo AUTO?"",""answer"":""2"",""options"":[""1"",""2"",""3"",""4""],""pairs"":[],""categories"":[],""text"":null,""words"":[]},{""question"":""Z jakých slabik se skládá slovo KOLO?"",""answer"":""KO-LO"",""options"":[""KO-LO"",""K-OLO"",""KOL-O"",""K-O-L-O""],""pairs"":[],""categories"":[],""text"":null,""words"":[]}]","2","15","","696be9dd01ace1c827f04cd5","2026-01-17T19:58:21.090000","2026-01-17T19:58:21.090000","696aa9031255ba6e2495e926","f.masek68@gmail.com","false"
"696be95cc75e09382bc70770","","memory","Pexeso - slabiky","Najdi stejné slabiky","[{""question"":null,""answer"":null,""options"":[],""pairs"":[{""left"":""MA"",""right"":""MA""},{""left"":""PA"",""right"":""PA""},{""left"":""KO"",""right"":""KO""},{""left"":""LO"",""right"":""LO""}],""categories"":[],""text"":null,""words"":[]}]","2","15","","696be9dd01ace1c827f04cd6","2026-01-17T19:58:21.090000","2026-01-17T19:58:21.090000","696aa9031255ba6e2495e926","f.masek68@gmail.com","false"
"696be95cc75e09382bc70770","","fill","Doplň slabiku","Napiš chybějící slabiku","[{""question"":""MA___ (MAMA)"",""answer"":""MA"",""options"":[],""pairs"":[],""categories"":[],""text"":null,""words"":[]},{""question"":""___TO (AUTO)"",""answer"":""AU"",""options"":[],""pairs"":[],""categories"":[],""text"":null,""words"":[]},{""question"":""___LO (KOLO)"",""answer"":""KO"",""options"":[],""pairs"":[],""categories"":[],""text"":null,""words"":[]}]","2","15","","696be9dd01ace1c827f04cd7","2026-01-17T19:58:21.090000","2026-01-17T19:58:21.090000","696aa9031255ba6e2495e926","f.masek68@gmail.com","false"
"696be95cc75e09382bc70770","","sort","Roztřiď slova","Zařaď slova podle počtu slabik","[{""question"":""Roztřiď slova podle počtu slabik"",""answer"":null,""options"":[],""pairs"":[],""categories"":[{""name"":""1 slabika"",""items"":[""PES"",""DŮM""]},{""name"":""2 slabiky"",""items"":[""MAMA"",""AUTO"",""KOLO""]}],""text"":null,""words"":[]}]","2","15","","696be9dd01ace1c827f04cd8","2026-01-17T19:58:21.090000","2026-01-17T19:58:21.090000","696aa9031255ba6e2495e926","f.masek68@gmail.com","false"
"696be95cc75e09382bc70770","","analysis","Označ slabiky","Označ první slabiku modře, druhou zeleně","[{""question"":""Označ slabiky ve slově"",""answer"":null,""options"":[],""pairs"":[],""categories"":[],""text"":""MA MA"",""words"":[{""word"":""MA"",""color"":""blue""},{""word"":""MA"",""color"":""green""}]}]","2","15","","696be9dd01ace1c827f04cd9","2026-01-17T19:58:21.090000","2026-01-17T19:58:21.090000","696aa9031255ba6e2495e926","f.masek68@gmail.com","false"
"696be95cc75e09382bc70770","","decision","Poznej písmenko","Vyber správné písmeno","[{""question"":""Které písmeno je na začátku slova AUTO?"",""answer"":""A"",""options"":[""A"",""O""],""pairs"":[],""categories"":[],""text"":null,""words"":[]},{""question"":""Které písmeno je na začátku slova BAL?"",""answer"":""B"",""options"":[""B"",""P""],""pairs"":[],""categories"":[],""text"":null,""words"":[]},{""question"":""Které písmeno je na začátku slova DŮM?"",""answer"":""D"",""options"":[""D"",""T""],""pairs"":[],""categories"":[],""text"":null,""words"":[]}]","1","10","","696be9dd01ace1c827f04cce","2026-01-17T19:58:21.049000","2026-01-17T19:58:21.049000","696aa9031255ba6e2495e926","f.masek68@gmail.com","false"
"696be95cc75e09382bc70770","","quiz","Abeceda - kvíz","Vyber správnou odpověď","[{""question"":""Jaké písmeno je první v abecedě?"",""answer"":""A"",""options"":[""A"",""B"",""C"",""D""],""pairs"":[],""categories"":[],""text"":null,""words"":[]},{""question"":""Které písmeno přijde po B?"",""answer"":""C"",""options"":[""A"",""C"",""D"",""E""],""pairs"":[],""categories"":[],""text"":null,""words"":[]},{""question"":""Jaké písmeno je poslední?"",""answer"":""Ž"",""options"":[""Z"",""Y"",""Ž"",""X""],""pairs"":[],""categories"":[],""text"":null,""words"":[]}]","1","10","","696be9dd01ace1c827f04ccf","2026-01-17T19:58:21.049000","2026-01-17T19:58:21.049000","696aa9031255ba6e2495e926","f.masek68@gmail.com","false"
"696be95cc75e09382bc70770","","memory","Pexeso - písmena","Najdi stejná písmena","[{""question"":null,""answer"":null,""options"":[],""pairs"":[{""left"":""A"",""right"":""A""},{""left"":""B"",""right"":""B""},{""left"":""C"",""right"":""C""},{""left"":""D"",""right"":""D""}],""categories"":[],""text"":null,""words"":[]}]","1","10","","696be9dd01ace1c827f04cd0","2026-01-17T19:58:21.049000","2026-01-17T19:58:21.049000","696aa9031255ba6e2495e926","f.masek68@gmail.com","false"
"696be95cc75e09382bc70770","","fill","Doplň písmeno","Napiš chybějící písmeno","[{""question"":""_UTO (Auto)"",""answer"":""A"",""options"":[],""pairs"":[],""categories"":[],""text"":null,""words"":[]},{""question"":""_ES (Pes)"",""answer"":""P"",""options"":[],""pairs"":[],""categories"":[],""text"":null,""words"":[]},{""question"":""_ŮM (Dům)"",""answer"":""D"",""options"":[],""pairs"":[],""categories"":[],""text"":null,""words"":[]}]","1","10","","696be9dd01ace1c827f04cd1","2026-01-17T19:58:21.049000","2026-01-17T19:58:21.049000","696aa9031255ba6e2495e926","f.masek68@gmail.com","false"
"696be95cc75e09382bc70770","","sort","Roztřiď písmena","Zařaď písmena do správných skupin","[{""question"":""Roztřiď písmena na samohlásky a souhlásky"",""answer"":null,""options"":[],""pairs"":[],""categories"":[{""name"":""Samohlásky"",""items"":[""A"",""E"",""I""]},{""name"":""Souhlásky"",""items"":[""B"",""C"",""D""]}],""text"":null,""words"":[]}]","1","10","","696be9dd01ace1c827f04cd2","2026-01-17T19:58:21.049000","2026-01-17T19:58:21.049000","696aa9031255ba6e2495e926","f.masek68@gmail.com","false"
"696be95cc75e09382bc70770","","analysis","Označ samohlásky","Klikni na samohlásky a obarvi je červeně","[{""question"":""Označ samohlásky ve slově"",""answer"":null,""options"":[],""pairs"":[],""categories"":[],""text"":""A U T O"",""words"":[{""word"":""A"",""color"":""red""},{""word"":""U"",""color"":""red""},{""word"":""T"",""color"":""blue""},{""word"":""O"",""color"":""red""}]}]","1","10","","696be9dd01ace1c827f04cd3","2026-01-17T19:58:21.049000","2026-01-17T19:58:21.049000","696aa9031255ba6e2495e926","f.masek68@gmail.com","false"
"696aae7cf0d91f48e8e1e91b","","fill","Čísla do 20","Napiš správné číslo","[{""question"":""11 = ?"",""answer"":""11"",""options"":[],""pairs"":[]},{""question"":""15 = ?"",""answer"":""15"",""options"":[],""pairs"":[]},{""question"":""20 = ?"",""answer"":""20"",""options"":[],""pairs"":[]}]","1","10","","696ab24c40812c0229532f39","2026-01-16T21:49:00.431000","2026-01-16T21:49:00.431000","696aa9031255ba6e2495e926","f.masek68@gmail.com","false"
"696aae7cf0d91f48e8e1e91b","","quiz","Poznej číslo do 20","Kolik je?","[{""question"":""Kolik je 10 + 5?"",""answer"":""15"",""options"":[""13"",""14"",""15"",""16""],""pairs"":[]},{""question"":""Kolik je 10 + 8?"",""answer"":""18"",""options"":[""16"",""17"",""18"",""19""],""pairs"":[]}]","1","10","","696ab24c40812c0229532f3a","2026-01-16T21:49:00.431000","2026-01-16T21:49:00.431000","696aa9031255ba6e2495e926","f.masek68@gmail.com","false"
"696aae7cf0d91f48e8e1e91b","","match","Spoj čísla","Spoj čísla s jejich názvy","[{""question"":null,""answer"":null,""options"":[],""pairs"":[{""left"":""11"",""right"":""jedenáct""},{""left"":""12"",""right"":""dvanáct""},{""left"":""13"",""right"":""třináct""},{""left"":""14"",""right"":""čtrnáct""}]}]","1","10","","696ab24c40812c0229532f3b","2026-01-16T21:49:00.431000","2026-01-16T21:49:00.431000","696aa9031255ba6e2495e926","f.masek68@gmail.com","false"
"696aae7cf0d91f48e8e1e91c","","fill","Sčítání do 20","Spočítej","[{""question"":""12 + 3 = ?"",""answer"":""15"",""options"":[],""pairs"":[]},{""question"":""14 + 5 = ?"",""answer"":""19"",""options"":[],""pairs"":[]},{""question"":""11 + 7 = ?"",""answer"":""18"",""options"":[],""pairs"":[]}]","1","10","","696ab24c40812c0229532f3c","2026-01-16T21:49:00.431000","2026-01-16T21:49:00.431000","696aa9031255ba6e2495e926","f.masek68@gmail.com","false"
"696aae7cf0d91f48e8e1e91c","","quiz","Odčítání do 20","Vyber správný výsledek","[{""question"":""18 - 5 = ?"",""answer"":""13"",""options"":[""12"",""13"",""14"",""15""],""pairs"":[]},{""question"":""20 - 7 = ?"",""answer"":""13"",""options"":[""11"",""12"",""13"",""14""],""pairs"":[]}]","1","10","","696ab24c40812c0229532f3d","2026-01-16T21:49:00.431000","2026-01-16T21:49:00.431000","696aa9031255ba6e2495e926","f.masek68@gmail.com","false"
"696aae7cf0d91f48e8e1e91c","","match","Spoj příklady a výsledky","Najdi správný výsledek","[{""question"":null,""answer"":null,""options"":[],""pairs"":[{""left"":""10 + 10"",""right"":""20""},{""left"":""15 + 3"",""right"":""18""},{""left"":""12 + 4"",""right"":""16""},{""left"":""11 + 6"",""right"":""17""}]}]","1","10","","696ab24c40812c0229532f3e","2026-01-16T21:49:00.431000","2026-01-16T21:49:00.431000","696aa9031255ba6e2495e926","f.masek68@gmail.com","false"
"696aae7cf0d91f48e8e1e91d","","quiz","Násobení 2","Kolik je?","[{""question"":""2 × 2 = ?"",""answer"":""4"",""options"":[""2"",""4"",""6"",""8""],""pairs"":[]},{""question"":""2 × 3 = ?"",""answer"":""6"",""options"":[""4"",""6"",""8"",""10""],""pairs"":[]},{""question"":""2 × 4 = ?"",""answer"":""8"",""options"":[""6"",""8"",""10"",""12""],""pairs"":[]}]","1","10","","696ab24c40812c0229532f3f","2026-01-16T21:49:00.431000","2026-01-16T21:49:00.431000","696aa9031255ba6e2495e926","f.masek68@gmail.com","false"
"696aae7cf0d91f48e8e1e91d","","fill","Násobka 2","Doplň výsledek","[{""question"":""2 × 5 = ?"",""answer"":""10"",""options"":[],""pairs"":[]},{""question"":""2 × 6 = ?"",""answer"":""12"",""options"":[],""pairs"":[]},{""question"":""2 × 7 = ?"",""answer"":""14"",""options"":[],""pairs"":[]}]","1","10","","696ab24c40812c0229532f40","2026-01-16T21:49:00.431000","2026-01-16T21:49:00.431000","696aa9031255ba6e2495e926","f.masek68@gmail.com","false"
"696aae7cf0d91f48e8e1e91d","","match","Násobení - spoj","Spoj příklad s výsledkem","[{""question"":null,""answer"":null,""options"":[],""pairs"":[{""left"":""2 × 8"",""right"":""16""},{""left"":""2 × 9"",""right"":""18""},{""left"":""2 × 10"",""right"":""20""},{""left"":""3 × 3"",""right"":""9""}]}]","1","10","","696ab24c40812c0229532f41","2026-01-16T21:49:00.431000","2026-01-16T21:49:00.431000","696aa9031255ba6e2495e926","f.masek68@gmail.com","false"
"696aae7cf0d91f48e8e1e91e","","quiz","Poznej tvar","Jaký je to tvar?","[{""question"":""Tvar s třemi rohy?"",""answer"":""Trojúhelník"",""options"":[""Trojúhelník"",""Čtverec"",""Kruh"",""Obdélník""],""pairs"":[]},{""question"":""Tvar se čtyřmi stejně dlouhými stranami?"",""answer"":""Čtverec"",""options"":[""Trojúhelník"",""Čtverec"",""Kruh"",""Obdélník""],""pairs"":[]}]","1","10","","696ab24c40812c0229532f42","2026-01-16T21:49:00.431000","2026-01-16T21:49:00.431000","696aa9031255ba6e2495e926","f.masek68@gmail.com","false"
"696aaa54817ae3f616d697cb","","fill","Doplň číslo anglicky","Napiš anglicky","[{""question"":""6 = ?"",""answer"":""Six"",""options"":[],""pairs"":[]},{""question"":""7 = ?"",""answer"":""Seven"",""options"":[],""pairs"":[]},{""question"":""8 = ?"",""answer"":""Eight"",""options"":[],""pairs"":[]},{""question"":""9 = ?"",""answer"":""Nine"",""options"":[],""pairs"":[]},{""question"":""10 = ?"",""answer"":""Ten"",""options"":[],""pairs"":[]}]","1","10","","696aae43f0d91f48e8e1e90c","2026-01-16T21:31:47.511000","2026-01-16T21:31:47.511000","696aa9031255ba6e2495e926","f.masek68@gmail.com","false"
"696aaa54817ae3f616d697cb","","quiz","Numbers Quiz","Vyber správnou odpověď","[{""question"":""How many? 🍎🍎🍎"",""answer"":""Three"",""options"":[""Two"",""Three"",""Four"",""Five""],""pairs"":[]},{""question"":""How many? ⭐⭐⭐⭐⭐⭐"",""answer"":""Six"",""options"":[""Four"",""Five"",""Six"",""Seven""],""pairs"":[]}]","1","10","","696aae43f0d91f48e8e1e90d","2026-01-16T21:31:47.511000","2026-01-16T21:31:47.511000","696aa9031255ba6e2495e926","f.masek68@gmail.com","false"
"696aaa54817ae3f616d697cb","","memory","Numbers Memory","Najdi páry čísel","[{""question"":null,""answer"":null,""options"":[],""pairs"":[{""left"":""6"",""right"":""Six""},{""left"":""7"",""right"":""Seven""},{""left"":""8"",""right"":""Eight""},{""left"":""9"",""right"":""Nine""}]}]","1","15","","696aae43f0d91f48e8e1e90e","2026-01-16T21:31:47.511000","2026-01-16T21:31:47.511000","696aa9031255ba6e2495e926","f.masek68@gmail.com","false"
"696aaa54817ae3f616d697cc","","fill","Napiš zvíře anglicky","Jak se řekne anglicky?","[{""question"":""🐴 Kůň = ?"",""answer"":""Horse"",""options"":[],""pairs"":[]},{""question"":""🐷 Prase = ?"",""answer"":""Pig"",""options"":[],""pairs"":[]},{""question"":""🐮 Kráva = ?"",""answer"":""Cow"",""options"":[],""pairs"":[]}]","1","10","","696aae43f0d91f48e8e1e90f","2026-01-16T21:31:47.511000","2026-01-16T21:31:47.511000","696aa9031255ba6e2495e926","f.masek68@gmail.com","false"
